stock_item_id,account_id,rating,comment,date
88,96,1,Exclusive homogeneous info-mediaries,2016-07-18 06:45
85,94,1,Open-architected human-resource open architecture,2016-07-22 06:19
43,100,2,Persevering intangible Graphic Interface,2016-12-05 11:46
61,4,4,Phased optimal product,2017-03-04 22:49
35,6,4,Function-based systematic attitude,2016-11-20 17:11
35,74,3,Reduced bi-directional synergy,2016-07-30 14:17
3,40,2,Balanced radical archive,2016-09-28 16:22
61,70,4,Universal client-server encryption,2016-08-16 01:30
42,22,2,Digitized fresh-thinking attitude,2017-02-23 18:22
65,81,1,Self-enabling full-range hardware,2017-01-29 01:13
25,25,3,Virtual disintermediate parallelism,2016-07-02 18:25
41,85,4,Multi-lateral 24/7 encryption,2016-07-20 20:38
68,18,5,Reduced global workforce,2016-10-10 19:21
14,47,5,Devolved stable frame,2016-07-31 07:25
9,73,1,Enhanced analyzing alliance,2017-02-12 07:04
13,50,4,Intuitive homogeneous policy,2016-10-15 21:23
1,99,3,Centralized radical throughput,2017-01-01 04:32
87,67,4,Open-source executive flexibility,2016-10-12 04:14
100,34,5,Triple-buffered tertiary policy,2017-02-20 20:14
10,91,1,Realigned disintermediate strategy,2016-07-10 01:48
47,4,2,Face to face tangible process improvement,2016-10-13 08:09
61,50,1,Implemented directional moderator,2016-11-15 14:26
33,50,3,Optimized neutral solution,2016-11-19 02:26
27,71,4,Total dedicated standardization,2016-08-04 17:13
48,74,3,Face to face bottom-line process improvement,2016-07-21 18:00
4,83,1,Configurable modular model,2016-09-27 18:16
75,63,1,Enterprise-wide national complexity,2016-08-21 19:10
55,3,5,Front-line dedicated methodology,2016-08-27 10:21
80,79,1,Visionary high-level algorithm,2016-08-30 22:39
